customer_id,Age,Gender,SubscriptionType,MonthlyUsageHours,NumTransactions,Complaints,Churn
103280,23,Male,Premium,137,5,4,0
100402,58,Female,Gold,157,24,7,0
103407,20,Male,Gold,34,10,4,0
104579,65,Male,Premium,196,32,9,0
102738,59,Male,Premium,73,15,7,0
101864,50,Male,Basic,105,1,0,1
103075,47,Male,Basic,49,38,4,1
100666,28,Male,Basic,140,12,6,0
104458,18,Male,Gold,44,46,10,0
100713,19,Female,Gold,177,49,3,1
101940,34,Female,Premium,183,26,10,1
102903,41,Female,Premium,70,24,8,0
103431,35,Male,Premium,20,24,2,0
102166,63,Male,Premium,33,7,9,1
103160,52,Female,Basic,172,10,10,1
104424,46,Female,Gold,119,3,8,1
100131,35,Female,Basic,39,39,2,0
103870,27,Male,Premium,71,31,9,0
101837,60,Male,Basic,62,5,9,1
104684,39,Female,Premium,28,14,5,0
101427,48,Female,Premium,113,5,0,0
103833,52,Female,Basic,52,1,3,1
102311,46,Male,Premium,155,43,9,0
100672,24,Male,Gold,49,39,9,0
101574,70,Male,Basic,49,29,9,0
101375,63,Male,Basic,11,40,0,1
102559,29,Female,Premium,39,24,6,0
102222,20,Female,Basic,76,15,1,0
103629,48,Male,Premium,6,2,9,1
104021,35,Female,Basic,189,34,5,0
102542,22,Female,Premium,158,10,6,1
101237,18,Male,Premium,5,43,0,0
102158,43,Male,Basic,193,21,9,0
102665,59,Male,Gold,66,26,5,0
103053,36,Female,Premium,88,15,9,0
100442,40,Male,Basic,57,37,0,1
100714,56,Male,Basic,65,43,5,0
103755,29,Male,Gold,130,37,5,1
101630,38,Male,Basic,41,31,9,0
100093,55,Female,Premium,28,45,10,1
102752,46,Male,Premium,156,35,3,1
101062,62,Male,Basic,138,23,9,0
104119,36,Male,Premium,7,22,5,0
104462,29,Male,Gold,28,9,7,0
100441,18,Male,Gold,12,3,0,0
100158,19,Male,Gold,164,42,4,0
102261,64,Female,Basic,79,35,2,0
103003,42,Female,Basic,107,13,3,1
102460,43,Female,Gold,17,33,4,1
101654,57,Male,Basic,81,1,0,1
103145,38,Female,Premium,6,45,6,0
102509,29,Female,Gold,34,7,5,0
104016,23,Male,Premium,131,49,0,0
100069,34,Female,Gold,168,19,7,0
103059,44,Female,Basic,110,34,5,1
101297,25,Female,Basic,122,16,2,0
103562,64,Male,Basic,5,16,0,0
102110,26,Female,Premium,127,14,3,1
100004,53,Female,Premium,19,8,10,1
103550,21,Female,Gold,187,18,5,1
100380,44,Male,Premium,178,44,2,0
104165,38,Female,Premium,192,28,1,0
100538,33,Female,Gold,182,17,9,0
103971,61,Female,Gold,57,9,9,1
104943,53,Male,Premium,110,9,0,0
104076,26,Male,Premium,15,49,4,1
100744,39,Female,Gold,126,16,9,0
104137,59,Female,Premium,48,9,5,0
100058,31,Male,Basic,57,1,3,0
102801,67,Female,Premium,6,29,0,1
101415,48,Male,Basic,119,13,7,0
100299,50,Male,Gold,116,20,7,0
101634,59,Male,Basic,185,39,6,0
101634,59,Male,Basic,185,39,6,0
104412,35,Female,Gold,149,17,4,0
100461,70,Male,Gold,110,36,9,0
100261,18,Male,Basic,133,16,7,0
100712,28,Female,Gold,164,26,8,0
103344,53,Female,Gold,147,28,8,0
103184,27,Male,Basic,18,50,4,1
103742,18,Male,Basic,174,23,5,1
101842,68,Female,Premium,103,18,2,0
101249,37,Female,Premium,59,17,1,0
100947,26,Female,Gold,113,50,0,0
103007,31,Male,Basic,73,48,1,1
102698,59,Male,Basic,200,20,7,0
100901,27,Female,Premium,126,49,8,0
103742,18,Male,Basic,174,23,5,1
101303,33,Female,Basic,75,27,6,0
102851,34,Male,Gold,26,42,7,1
101899,25,Male,Premium,196,40,8,0
101704,22,Female,Basic,127,49,3,1
103867,56,Female,Basic,151,21,10,0
104300,41,Male,Premium,191,24,2,0
100065,58,Female,Basic,12,7,6,0
103587,31,Female,Gold,150,19,5,0
102465,22,Male,Gold,9,7,6,0
100834,19,Male,Gold,61,45,6,1
103339,46,Male,Gold,8,8,7,0
102115,18,Female,Premium,9,7,0,1
102013,60,Male,Gold,91,31,0,0
102692,61,Male,Gold,195,13,3,0
103039,44,Male,Premium,167,37,10,0
103062,59,Female,Basic,139,39,2,1
102592,55,Male,Gold,135,20,0,0
104956,25,Female,Gold,173,43,3,0
101157,65,Female,Gold,168,42,0,0
102157,27,Female,Basic,112,48,2,0
104899,54,Male,Premium,59,7,10,0
104624,59,Male,Basic,200,4,7,0
103622,19,Female,Gold,6,3,3,1
104481,59,Male,Basic,74,19,9,0
102646,30,Male,Basic,148,28,5,1
102411,53,Female,Basic,112,1,9,0
104889,68,Female,Premium,190,48,1,1
100495,33,Female,Premium,26,9,2,0
101205,67,Female,Premium,138,29,10,0
101891,19,Male,Gold,57,35,5,0
104747,52,Female,Premium,200,8,9,0
100163,54,Female,Gold,70,40,4,0
104371,39,Male,Basic,38,33,10,0
102186,68,Male,Basic,155,41,0,0
101539,25,Female,Basic,147,16,3,1
103177,25,Female,Basic,114,5,6,1
101893,31,Male,Gold,83,46,4,0
101649,60,Male,Gold,67,30,5,0
104496,27,Female,Premium,200,15,7,1
104505,60,Male,Premium,34,2,0,0
103629,48,Male,Premium,6,2,9,1
102429,70,Male,Gold,39,7,9,0
101362,23,Female,Basic,100,45,4,0
103830,63,Female,Premium,119,32,8,0
103038,63,Female,Premium,43,36,3,0
101199,48,Male,Premium,73,20,6,1
102764,59,Female,Premium,32,17,3,1
100680,37,Female,Basic,186,21,3,1
103628,47,Female,Gold,44,9,3,0
102239,36,Female,Premium,67,14,3,0
104773,46,Male,Basic,168,38,6,1
104253,33,Male,Gold,163,11,1,0
102060,55,Female,Gold,192,13,7,0
103072,25,Male,Premium,74,39,8,1
104547,61,Male,Gold,131,37,0,0
104656,34,Male,Gold,160,5,1,0
100646,59,Female,Premium,80,30,4,0
101672,56,Female,Premium,10,33,4,1
102662,58,Male,Premium,67,20,7,0
103621,55,Female,Gold,121,20,6,0
103680,29,Male,Premium,171,38,0,0
103645,36,Male,Premium,32,5,7,0
103956,33,Female,Basic,70,5,7,1
103094,48,Female,Basic,153,43,0,0
101332,51,Male,Premium,12,29,6,1
103119,44,Female,Basic,182,4,4,1
103686,48,Male,Basic,200,46,10,1
104007,45,Male,Premium,8,13,3,0
104684,39,Female,Premium,28,14,5,0
103296,49,Female,Gold,34,9,9,0
102574,68,Female,Gold,134,10,4,1
100936,58,Female,Gold,12,20,4,0
104377,22,Female,Premium,71,32,1,0
101923,26,Male,Premium,68,44,8,0
104189,65,Female,Gold,11,43,7,0
104294,27,Female,Gold,20,13,4,1
102729,52,Male,Premium,12,7,7,0
104421,68,Female,Premium,103,9,7,0
100202,23,Male,Premium,190,22,10,0
101809,24,Female,Gold,72,14,5,0
102816,52,Female,Gold,150,23,4,1
101546,30,Male,Gold,14,7,4,1
103307,50,Female,Gold,86,1,3,0
103529,70,Male,Gold,94,49,4,0
104921,59,Male,Gold,144,23,0,0
101303,33,Female,Basic,75,27,6,0
103976,40,Male,Basic,185,4,2,1
104285,45,Female,Basic,165,48,0,0
100071,68,Male,Gold,108,41,8,0
100296,23,Male,Gold,170,10,10,0
103805,56,Female,Premium,9,34,7,1
100548,64,Female,Premium,71,39,3,0
101822,45,Female,Basic,196,4,5,0
104204,61,Male,Gold,136,14,4,0
101991,63,Male,Basic,182,16,6,0
101949,62,Female,Basic,58,28,5,0
101987,52,Male,Premium,45,19,2,0
100249,32,Male,Premium,94,12,9,0
102914,56,Female,Basic,18,3,2,0
104266,18,Female,Premium,19,21,5,0
103410,68,Male,Premium,165,29,5,0
100424,68,Female,Premium,157,19,8,0
104315,52,Female,Basic,112,46,2,0
100066,31,Male,Gold,179,14,0,1
104494,63,Female,Basic,90,2,10,1
100479,36,Female,Basic,62,38,1,0
100266,60,Male,Basic,163,21,1,1
103964,64,Male,Premium,199,30,2,0
100978,27,Male,Gold,113,9,2,1
100386,36,Male,Basic,155,29,6,0
101673,29,Female,Premium,9,10,7,0
101440,57,Male,Premium,21,11,0,1
101825,30,Female,Gold,168,48,8,0
100756,21,Male,Gold,159,26,8,0
101232,21,Male,Premium,33,16,9,0
104969,41,Male,Basic,145,43,6,0
101336,19,Male,Premium,135,28,4,0
102572,53,Female,Gold,70,29,6,0
102526,54,Male,Gold,20,28,5,0
104506,24,Male,Gold,194,8,10,1
101110,48,Male,Premium,34,12,10,0
100085,46,Male,Basic,99,6,10,1
102603,57,Male,Premium,72,19,5,0
104278,64,Male,Gold,145,3,7,0
102858,49,Male,Premium,31,23,6,0
104154,56,Male,Premium,115,39,3,0
100755,70,Male,Premium,196,9,2,1
101803,35,Female,Gold,83,5,5,0
102698,59,Male,Basic,200,20,7,0
103700,38,Female,Basic,143,45,9,0
103924,31,Female,Premium,108,29,10,0
101748,53,Male,Basic,101,38,10,1
101040,26,Female,Premium,137,20,10,0
102764,59,Female,Premium,32,17,3,1
103862,46,Female,Basic,85,39,6,1
102445,65,Female,Basic,46,17,4,1
103606,59,Female,Premium,33,27,7,0
101511,52,Male,Basic,112,34,7,1
104505,60,Male,Premium,34,2,0,0
102960,61,Male,Premium,151,6,2,0
103562,64,Male,Basic,5,16,0,0
102430,68,Male,Premium,11,44,2,1
102615,18,Male,Premium,150,2,5,1
100304,19,Male,Basic,132,11,3,1
104494,63,Female,Basic,90,2,10,1
104970,43,Male,Premium,164,10,0,0
103445,29,Female,Gold,105,40,9,0
102028,37,Female,Gold,55,4,0,0
101357,19,Male,Basic,101,16,4,1
102025,64,Female,Gold,57,45,6,0
102754,21,Male,Premium,137,14,10,0
104871,41,Female,Gold,6,33,10,0
104355,44,Male,Premium,59,25,9,0
100325,24,Female,Basic,37,18,5,1
101152,19,Female,Basic,19,36,10,0
103052,67,Female,Basic,35,50,0,0
100066,31,Male,Gold,179,14,0,1
101797,20,Male,Premium,74,41,6,0
103348,69,Female,Gold,121,20,8,1
101839,58,Female,Gold,178,20,10,1
103988,70,Male,Basic,36,44,6,0
100553,45,Male,Gold,47,38,9,0
103553,67,Female,Premium,145,16,6,0
103498,38,Male,Premium,149,31,8,0
100776,62,Male,Premium,37,23,2,0
101755,63,Male,Premium,49,20,3,0
100363,38,Male,Gold,50,30,0,0
102254,57,Male,Premium,106,14,9,0
102389,35,Female,Basic,174,30,1,1
103702,29,Male,Gold,117,22,7,0
103361,52,Male,Gold,95,4,5,1
100158,19,Male,Gold,164,42,4,0
101326,21,Male,Basic,118,24,3,0
102028,37,Female,Gold,55,4,0,0
101135,18,Female,Premium,67,36,0,0
100271,63,Male,Basic,94,22,2,1
102003,52,Female,Gold,26,25,6,0
100481,29,Female,Basic,5,40,9,0
104315,52,Female,Basic,112,46,2,0
101905,26,Male,Gold,135,23,7,1
103874,44,Male,Premium,179,49,10,0
104533,25,Female,Basic,72,22,0,1
104217,47,Male,Basic,141,27,0,1
102949,54,Female,Premium,18,15,9,0
104502,19,Male,Premium,91,26,2,0
102603,57,Male,Premium,72,19,5,0
101640,58,Male,Gold,200,41,3,0
102861,61,Female,Premium,155,7,4,0
100753,56,Female,Gold,105,24,4,0
104289,35,Female,Premium,15,30,5,0
103569,70,Female,Premium,113,27,4,0
103706,26,Male,Gold,140,40,2,0
104220,58,Female,Premium,60,44,0,0
104786,40,Male,Gold,149,46,7,0
102649,69,Male,Gold,8,20,6,0
100314,70,Female,Basic,37,49,7,1
101940,34,Female,Premium,183,26,10,1
100593,57,Female,Basic,16,13,1,0
102868,42,Male,Premium,101,33,4,0
101868,28,Male,Gold,151,19,10,1
103454,31,Male,Premium,12,36,8,0
101636,54,Male,Gold,147,46,5,0
101248,58,Female,Basic,186,31,10,0
102628,58,Male,Gold,14,35,8,0
104377,22,Female,Premium,71,32,1,0
101959,39,Female,Basic,162,38,7,1
101767,25,Female,Basic,62,9,7,1
100653,66,Male,Basic,145,11,5,0
100551,51,Male,Gold,172,13,8,0
104551,30,Male,Gold,19,8,1,1
101036,22,Male,Premium,30,6,5,0
100862,58,Female,Premium,85,12,10,1
103121,67,Female,Gold,200,44,6,1
104429,24,Female,Basic,75,1,1,0
102953,37,Male,Gold,59,28,9,0
104577,70,Male,Gold,113,30,9,0
103488,37,Male,Gold,166,3,7,0
104575,29,Male,Basic,116,14,9,1
104661,67,Female,Gold,63,42,5,1
100012,28,Female,Gold,92,10,2,0
104518,37,Male,Premium,20,44,10,1
100146,60,Female,Gold,183,16,0,1
100679,36,Female,Premium,112,21,0,0
101432,45,Male,Basic,150,20,4,1
102258,21,Female,Gold,27,20,3,1
101766,23,Female,Premium,49,48,2,0
103039,44,Male,Premium,167,37,10,0
101341,30,Male,Basic,128,10,2,1
104751,68,Male,Basic,14,23,8,0
100231,68,Female,Gold,149,6,5,1
104588,22,Male,Basic,200,24,0,1
101061,44,Male,Basic,165,47,6,0
102067,52,Male,Basic,168,23,2,0
101547,27,Male,Gold,20,46,5,0
102514,63,Female,Gold,122,21,9,1
102910,70,Male,Premium,94,30,8,0
101299,18,Female,Premium,67,22,7,1
104078,43,Female,Premium,200,5,0,1
102740,19,Male,Premium,176,29,5,1
103889,28,Male,Gold,173,18,5,0
103049,40,Male,Premium,112,29,4,1
101831,60,Male,Gold,37,24,4,0
101415,48,Male,Basic,119,13,7,0
104198,31,Male,Basic,55,38,0,0
100260,40,Female,Basic,108,15,7,1
102015,51,Male,Basic,145,10,2,1
101088,54,Female,Gold,66,22,10,0
101641,44,Male,Premium,144,4,0,0
104005,26,Male,Basic,34,6,0,1
102899,32,Male,Basic,153,23,9,0
103593,62,Female,Gold,86,29,1,0
101478,35,Male,Gold,15,13,8,1
103370,26,Female,Basic,39,5,1,1
101374,29,Male,Premium,180,21,2,0
103754,44,Female,Basic,179,22,3,0
101026,59,Female,Premium,138,17,6,0
104697,44,Female,Basic,160,21,8,0
101457,22,Male,Basic,142,29,0,0
103009,18,Male,Basic,142,11,2,0
100848,61,Female,Premium,54,39,9,0
100090,46,Female,Gold,86,15,1,0
102347,65,Male,Premium,93,6,0,0
102933,61,Female,Premium,158,12,9,0
102859,39,Female,Gold,54,29,10,0
101273,52,Male,Premium,132,12,0,0
104909,18,Female,Gold,96,17,5,0
100219,66,Female,Basic,133,1,7,1
101667,69,Male,Basic,111,18,8,0
101574,70,Male,Basic,49,29,9,0
100034,67,Male,Basic,174,7,4,0
101536,22,Male,Premium,29,37,7,0
100143,48,Male,Premium,94,6,1,0
104300,41,Male,Premium,191,24,2,0
104895,28,Male,Basic,58,25,6,1
104940,33,Male,Gold,40,12,9,0
102207,41,Female,Premium,90,17,0,0
101115,59,Female,Basic,127,26,9,0
104245,29,Male,Premium,53,31,3,0
101882,20,Female,Premium,16,40,2,0
103662,34,Female,Basic,199,47,9,0
100892,40,Male,Gold,29,6,6,0
103819,61,Female,Premium,144,37,7,0
103098,45,Male,Premium,132,26,0,1
102465,22,Male,Gold,9,7,6,0
102151,27,Male,Premium,124,28,3,0
101452,67,Female,Basic,138,2,9,0
103710,32,Male,Premium,188,28,8,0
103055,57,Female,Premium,40,42,0,0
102678,22,Male,Premium,142,24,10,0
100044,36,Female,Basic,68,49,1,1
103653,37,Female,Gold,123,26,6,0
102124,33,Female,Basic,143,18,7,1
103405,21,Male,Premium,168,22,8,0
103040,45,Female,Premium,133,3,10,0
103910,37,Male,Gold,5,33,10,0
103922,46,Female,Basic,198,29,5,1
102101,58,Male,Premium,66,47,8,0
103623,64,Male,Premium,97,2,0,0
102133,42,Male,Gold,98,27,6,1
102675,46,Male,Premium,153,33,1,0
102500,69,Female,Basic,59,43,0,0
104956,25,Female,Gold,173,43,3,0
100564,22,Female,Premium,12,32,6,1
103788,61,Female,Gold,28,17,10,0
103485,33,Female,Premium,71,16,8,0
100144,67,Female,Gold,46,29,8,1
103379,34,Male,Gold,18,10,5,0
104542,40,Female,Premium,69,28,0,0
104257,27,Female,Basic,9,41,9,1
102999,55,Male,Gold,51,5,1,0
104572,44,Male,Basic,67,7,6,1
100966,55,Female,Gold,189,26,4,1
102130,36,Female,Premium,97,45,3,0
103553,67,Female,Premium,145,16,6,0
100541,34,Female,Basic,37,6,2,0
101655,33,Female,Gold,157,26,3,0
103186,29,Female,Basic,129,13,5,1
100552,18,Male,Gold,78,32,1,0
103236,31,Female,Basic,44,23,7,0
103549,24,Male,Gold,171,44,10,1
102456,24,Male,Premium,127,19,5,0
104573,55,Female,Premium,53,30,8,0
100574,70,Male,Gold,118,12,6,0
103101,45,Female,Basic,169,13,0,1
102795,19,Male,Gold,118,10,10,0
103137,18,Male,Gold,181,30,5,1
100768,54,Male,Gold,157,15,9,0
101257,55,Male,Gold,184,42,7,0
101238,46,Male,Basic,50,24,3,0
103831,41,Male,Basic,151,28,9,0
102075,35,Female,Gold,43,26,9,0
104854,47,Male,Basic,183,13,10,0
101355,26,Male,Basic,71,22,2,0
103044,26,Male,Gold,74,35,2,0
101084,63,Female,Basic,98,11,7,1
104687,56,Female,Gold,109,19,8,0
101161,64,Male,Gold,101,29,3,1
104226,33,Female,Premium,32,3,5,0
102101,58,Male,Premium,66,47,8,0
101460,65,Male,Gold,158,3,2,0
103939,35,Male,Basic,177,42,10,0
102449,45,Male,Premium,40,22,2,0
104990,69,Male,Gold,126,40,7,0
102270,66,Female,Premium,153,4,5,1
100273,51,Male,Gold,64,31,10,1
100675,58,Male,Gold,74,17,9,1
104809,65,Male,Premium,125,3,6,0
102867,57,Male,Basic,193,47,8,0
101961,70,Female,Basic,81,45,5,1
100744,39,Female,Gold,126,16,9,0
104578,30,Male,Premium,187,17,3,0
101167,51,Female,Gold,70,22,3,0
104844,62,Female,Basic,191,7,7,1
104119,36,Male,Premium,7,22,5,0
101086,54,Female,Basic,53,21,8,0
100977,34,Female,Gold,71,31,9,0
101554,29,Male,Gold,83,50,7,0
102849,25,Male,Basic,154,42,4,1
104106,36,Male,Premium,170,38,8,1
100756,21,Male,Gold,159,26,8,0
100090,46,Female,Gold,86,15,1,0
101870,62,Male,Gold,135,12,0,0
102374,62,Female,Basic,51,7,10,0
104967,64,Female,Basic,169,22,8,0
103569,70,Female,Premium,113,27,4,0
103394,53,Male,Basic,77,34,4,1
102272,22,Male,Basic,64,39,9,0
103043,65,Male,Premium,104,43,1,0
101771,24,Male,Gold,142,15,9,0
104935,21,Female,Basic,50,41,3,0
103572,42,Female,Gold,165,27,4,1
102655,43,Female,Premium,128,26,2,0
102186,68,Male,Basic,155,41,0,0
101387,70,Female,Gold,192,7,6,0
104932,70,Male,Basic,92,38,0,1
101046,57,Male,Premium,24,3,6,1
103408,31,Male,Basic,13,3,8,1
102472,57,Female,Basic,71,36,7,1
100278,26,Male,Gold,144,32,1,0
100037,35,Female,Gold,194,26,2,0
101320,27,Female,Premium,5,48,3,0
101654,57,Male,Basic,81,1,0,1
104648,23,Male,Gold,137,42,5,1
102060,55,Female,Gold,192,13,7,0
104802,46,Female,Premium,77,47,0,0
103224,36,Male,Premium,46,40,7,0
102461,54,Female,Basic,53,23,4,1
103631,37,Female,Basic,173,38,10,0
102279,43,Male,Basic,15,5,8,0
104662,20,Female,Basic,37,20,4,0
104145,34,Male,Gold,28,38,1,0
101938,63,Female,Gold,140,31,1,1
101573,36,Female,Basic,192,30,8,0
100652,64,Male,Gold,178,35,7,0
102075,35,Female,Gold,43,26,9,0
101060,22,Male,Basic,7,5,0,1
103265,56,Female,Premium,160,40,0,1
103200,25,Male,Gold,171,21,1,1
100323,48,Male,Basic,149,18,9,1
103507,63,Female,Basic,189,20,7,1
102712,62,Female,Premium,196,13,10,0
103692,20,Male,Basic,152,15,9,0
100737,29,Male,Premium,78,50,5,0
102444,42,Female,Premium,106,50,10,0
104642,59,Female,Basic,128,39,10,0
104020,35,Female,Basic,83,39,1,1
102670,33,Female,Basic,90,30,3,1
102075,35,Female,Gold,43,26,9,0
100832,28,Male,Gold,58,45,9,1
103963,19,Female,Basic,43,3,0,0
103787,21,Male,Basic,195,16,8,1
101807,57,Male,Gold,152,13,6,0
100657,25,Female,Premium,182,32,3,0
101022,45,Male,Basic,70,3,8,0
102533,22,Male,Premium,109,7,5,0
103578,69,Male,Basic,95,5,8,1
102528,24,Male,Premium,146,46,1,0
104489,56,Male,Premium,89,29,6,0
103209,36,Male,Premium,15,5,1,0
104347,44,Female,Basic,40,26,4,0
101755,63,Male,Premium,49,20,3,0
101962,23,Male,Premium,120,11,2,0
102951,24,Female,Basic,84,7,7,0
102603,57,Male,Premium,72,19,5,0
100083,26,Male,Gold,194,8,1,0
104251,70,Male,Basic,61,28,7,0
102882,20,Male,Premium,115,49,4,0
101066,69,Female,Premium,155,34,2,0
100051,30,Male,Premium,22,43,6,0
101613,36,Male,Gold,125,9,1,1
100048,31,Female,Gold,25,3,0,1
101504,52,Female,Basic,175,14,2,1
103071,54,Female,Gold,110,42,5,1
100521,70,Male,Premium,184,9,6,0
101776,66,Female,Gold,43,22,1,0
102311,46,Male,Premium,155,43,9,0
101225,32,Female,Premium,131,2,4,1
102039,39,Female,Basic,160,2,0,1
101296,62,Male,Basic,152,37,3,0
101411,21,Female,Gold,124,46,1,1
101493,36,Female,Premium,152,43,2,0
103422,69,Female,Premium,6,19,5,0
101909,60,Male,Gold,157,23,6,0
102046,61,Male,Premium,139,31,3,1
101785,46,Male,Gold,17,46,3,0
102870,38,Female,Gold,7,34,8,0
104117,47,Male,Premium,40,6,7,0
101646,31,Female,Basic,128,2,1,0
101016,28,Male,Basic,135,9,7,0
104502,19,Male,Premium,91,26,2,0
102633,38,Female,Gold,182,46,9,0
103709,48,Female,Gold,120,38,0,1
101640,58,Male,Gold,200,41,3,0
104823,50,Female,Premium,47,40,10,0
102391,39,Male,Premium,156,18,0,1
104732,43,Female,Basic,38,47,4,0
103866,38,Female,Gold,76,26,5,0
100029,69,Female,Basic,62,29,4,1
102243,70,Female,Basic,93,7,5,0
102298,35,Male,Basic,52,38,8,1
101917,59,Female,Gold,67,33,10,0
100374,25,Male,Premium,22,38,1,0
100121,30,Female,Basic,16,34,9,1
100396,42,Female,Basic,180,16,3,0
103983,19,Male,Premium,29,9,6,0
100133,19,Male,Basic,105,17,1,1
100520,26,Male,Basic,38,16,5,1
102409,49,Female,Premium,179,6,1,1
102939,32,Female,Basic,178,15,7,0
102397,42,Male,Basic,54,15,5,0
103843,40,Female,Basic,155,22,8,0
103031,66,Female,Gold,196,16,6,0
103163,35,Female,Basic,63,27,6,1
102661,47,Female,Basic,182,45,10,1
100824,37,Male,Gold,166,40,5,0
104501,18,Male,Gold,145,23,6,1
103068,49,Female,Basic,84,24,8,0
101881,65,Female,Gold,28,35,4,0
103437,25,Male,Premium,39,4,2,0
104702,55,Male,Premium,181,10,10,0
102230,36,Male,Premium,146,32,1,0
102720,50,Male,Premium,52,32,7,0
102449,45,Male,Premium,40,22,2,0
102205,19,Male,Premium,106,31,10,0
100294,37,Male,Basic,117,43,9,0
104480,41,Male,Premium,58,23,2,1
100540,54,Female,Gold,128,37,1,0
104212,70,Male,Gold,128,38,0,0
103730,25,Female,Gold,196,42,2,0
103604,50,Female,Gold,6,46,0,0
104545,67,Male,Basic,40,9,2,0
103558,64,Male,Gold,81,2,6,0
100828,45,Female,Basic,127,49,0,0
104989,67,Female,Gold,174,11,1,0
104948,18,Male,Gold,117,32,6,1
102899,32,Male,Basic,153,23,9,0
100464,38,Male,Gold,149,22,9,0
100069,34,Female,Gold,168,19,7,0
102396,22,Female,Premium,72,25,10,0
101931,44,Male,Basic,170,48,5,1
101161,64,Male,Gold,101,29,3,1
101306,42,Female,Basic,183,34,6,0
104996,19,Female,Basic,15,7,3,0
104923,52,Male,Basic,31,49,9,0
101005,32,Female,Premium,116,44,6,0
100855,24,Female,Gold,195,39,6,0
104838,61,Female,Gold,142,29,9,0
104124,47,Male,Gold,32,35,5,1
104132,51,Male,Gold,53,25,10,0
104122,27,Female,Gold,176,39,0,1
101371,22,Male,Premium,186,16,10,1
104085,54,Male,Premium,41,23,2,1
104331,42,Female,Basic,100,49,4,1
101951,63,Male,Basic,96,28,8,0
101771,24,Male,Gold,142,15,9,0
102918,24,Female,Premium,125,2,7,0
104431,25,Male,Premium,44,6,5,0
103814,69,Male,Gold,102,12,7,0
100571,58,Male,Gold,139,35,8,0
103830,63,Female,Premium,119,32,8,0
103795,43,Male,Gold,21,15,2,1
102188,38,Male,Basic,42,42,5,1
104977,31,Male,Gold,108,9,1,0
102694,44,Female,Gold,56,17,5,1
104896,48,Female,Gold,92,35,4,1
104176,63,Male,Gold,31,24,6,0
102626,33,Male,Basic,9,49,0,0
101955,35,Female,Basic,164,50,9,1
103827,44,Male,Gold,16,20,3,0
103483,22,Male,Gold,80,33,9,0
104079,59,Male,Premium,179,22,3,0
102057,38,Female,Basic,112,42,9,0
101027,25,Female,Premium,122,32,2,0
101756,30,Female,Gold,93,47,10,0
103199,64,Female,Gold,10,27,6,1
102861,61,Female,Premium,155,7,4,0
101759,56,Female,Gold,104,3,9,0
103943,43,Male,Premium,87,25,5,0
102579,59,Female,Gold,198,48,7,0
103392,60,Female,Gold,75,38,9,0
103219,66,Female,Premium,141,3,2,0
103730,25,Female,Gold,196,42,2,0
100255,34,Male,Premium,165,3,3,1
100673,62,Male,Gold,136,43,4,0
104558,29,Male,Basic,171,22,6,0
104015,24,Female,Basic,102,12,0,0
104314,43,Male,Premium,8,25,4,0
102159,64,Female,Premium,152,39,8,0
104836,59,Male,Premium,98,7,4,0
103280,23,Male,Premium,137,5,4,0
100983,52,Male,Premium,115,7,3,0
102667,61,Female,Gold,159,2,6,0
104838,61,Female,Gold,142,29,9,0
103041,39,Female,Gold,28,9,0,0
103492,55,Male,Gold,5,7,1,1
102949,54,Female,Premium,18,15,9,0
101322,51,Female,Premium,119,39,4,1
102678,22,Male,Premium,142,24,10,0
102284,60,Female,Premium,178,37,6,0
103444,64,Female,Gold,24,25,3,0
104208,31,Female,Gold,161,3,0,0
101750,67,Male,Gold,63,29,6,1
101467,66,Male,Premium,111,45,1,1
102388,32,Female,Basic,129,31,4,0
103642,18,Male,Gold,27,49,9,0
104376,23,Male,Premium,75,33,7,0
104712,18,Male,Premium,28,2,1,0
101966,56,Male,Basic,198,3,0,1
104490,56,Male,Gold,65,50,8,0
101884,67,Female,Basic,19,38,10,0
102928,37,Male,Basic,129,37,2,1
101923,26,Male,Premium,68,44,8,0
103420,44,Male,Basic,72,17,8,1
102123,42,Female,Gold,35,8,1,0
104541,55,Male,Premium,106,4,5,0
100064,64,Female,Gold,176,41,0,0
103736,64,Female,Gold,147,46,9,0
103195,20,Female,Basic,135,31,9,0
101281,69,Female,Gold,184,2,10,1
102281,55,Male,Basic,114,20,5,1
104666,26,Male,Gold,23,40,3,0
102722,52,Male,Basic,101,19,1,0
100963,29,Male,Premium,123,16,2,0
104025,48,Female,Premium,100,36,7,0
101378,63,Female,Gold,165,31,2,0
103808,51,Male,Premium,168,42,10,0
103517,42,Female,Premium,181,11,3,0
104772,68,Male,Basic,141,46,1,0
102155,32,Male,Premium,115,14,10,0
101640,58,Male,Gold,200,41,3,0
101288,58,Male,Basic,158,10,0,1
101449,36,Female,Premium,31,47,4,0
101275,25,Male,Gold,191,42,0,0
103391,50,Female,Basic,177,50,1,1
104196,44,Female,Basic,139,23,1,1
103509,62,Male,Premium,113,50,5,1
100218,49,Female,Gold,91,8,3,1
101366,63,Female,Premium,124,38,8,0
102183,57,Female,Gold,188,7,2,0
104860,23,Male,Basic,117,2,4,0
103442,32,Female,Gold,73,31,0,0
101074,68,Male,Gold,69,46,3,1
104181,46,Male,Premium,166,46,6,0
103401,34,Male,Premium,124,50,10,0
103603,43,Female,Basic,171,38,2,1
100528,27,Male,Gold,8,48,1,0
102533,22,Male,Premium,109,7,5,0
101983,40,Female,Gold,10,25,2,0
104070,30,Female,Basic,153,12,10,0
